shared name	Human Readable Label	Xref ID	Xref
O75815	BCAR3	NP_001248339.1|NP_001295180.1|GO:0005622|GO:0005070|XP_016857969.1|GO:0002089|GO:0033138|IPR028849|ENST00000260502|ENST00000370243|ENST00000370244|ENST00000370247|ENST00000539242|ENSG00000137936|ENSP00000260502|ENSP00000359263|ENSP00000359264|ENSP00000359267|ENSP00000441343|3T6A|GO:0007165|NP_001248337.1|NP_001248338.1|GO:0005085|GO:0042493|GO:0007264|NP_003558.1|IPR023578|IPR001895|IPR000980|8412	intracellular|SH3/SH2 adaptor activity|lens morphogenesis in camera-type eye|positive regulation of peptidyl-serine phosphorylation|signal transduction|guanyl-nucleotide exchange factor activity|response to drug|small GTPase mediated signal transduction|Guanine-nucleotide dissociation stimulator CDC25|SH2 motif|identity
P25445	FAS	GO:0043066|GO:0097284|R-HSA-75157|GO:0005031|GO:0005887|GO:0006954|GO:0006955|GO:0032496|GO:0042127|2NA7|GO:0005516|GO:0005739|GO:0007275|GO:0016604|GO:0043120|R-HSA-140534|R-HSA-3371378|R-HSA-5213460|R-HSA-5218900|R-HSA-69416|GO:0010467|GO:0009986|GO:0097191|GO:0043065|GO:1902042|R-HSA-6803211|GO:0005886|GO:0006915|GO:0007165|GO:0019900|GO:0031264|GO:0042981|GO:0097190|GO:0097527|ENST00000355279|ENST00000355740|ENST00000357339|ENST00000479522|ENST00000484444|ENST00000488877|ENST00000492756|ENST00000494410|GO:0007623|GO:0042802|IPR033998|IPR033999|GO:0005829|GO:0045121|GO:0006919|GO:0071260|NP_000034.1|NP_690610.1|NP_690611.1|IPR000488|IPR011029|IPR008063|IPR001368|1BZI|1DDF|3EWT|3EZQ|GO:0070062|ENSG00000026103|ENSP00000347426|ENSP00000347979|ENSP00000349896|ENSP00000420975|ENSP00000422453|ENSP00000423755|ENSP00000424113|ENSP00000425159|GO:0097296|GO:1902041|GO:0031265|NP_001307548.1|GO:0070230|GO:0002377|GO:0003014|GO:0004871|GO:0004872|GO:0006461|GO:0006924|GO:0006925|GO:0008625|GO:0009636|GO:0009897|GO:0019724|GO:0032464|GO:0045060|GO:0045619|GO:0045637|GO:0048536|GO:0050869|GO:0051260|GO:0051384|GO:0071285|3THM|3TJE|GO:0071455|GO:0097049|GO:0097192|GO:2001241|355	negative regulation of apoptotic process|hepatocyte apoptotic process|tumor necrosis factor-activated receptor activity|integral component of plasma membrane|inflammatory response|immune response|response to lipopolysaccharide|regulation of cell proliferation|calmodulin binding|mitochondrion|multicellular organism development|nuclear body|tumor necrosis factor binding|gene expression|cell surface|extrinsic apoptotic signaling pathway|positive regulation of apoptotic process|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|plasma membrane|apoptotic process|signal transduction|kinase binding|death-inducing signaling complex|regulation of apoptotic process|apoptotic signaling pathway|necroptotic signaling pathway|circadian rhythm|identical protein binding|cytosol|membrane raft|activation of cysteine-type endopeptidase activity involved in apoptotic process|cellular response to mechanical stimulus|Death|DEATH-like|Fas receptor|TNFR/CD27/30/40/95 cysteine-rich region|extracellular exosome|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway|regulation of extrinsic apoptotic signaling pathway via death domain receptors|CD95 death-inducing signaling complex|positive regulation of lymphocyte apoptotic process|immunoglobulin production|renal system process|signal transducer activity|receptor activity|protein complex assembly|activation-induced cell death of T cells|inflammatory cell apoptotic process|extrinsic apoptotic signaling pathway via death domain receptors|response to toxic substance|external side of plasma membrane|B cell mediated immunity|positive regulation of protein homooligomerization|negative thymic T cell selection|regulation of lymphocyte differentiation|regulation of myeloid cell differentiation|spleen development|negative regulation of B cell activation|protein homooligomerization|response to glucocorticoid|cellular response to lithium ion|cellular response to hyperoxia|motor neuron apoptotic process|extrinsic apoptotic signaling pathway in absence of ligand|positive regulation of extrinsic apoptotic signaling pathway in absence of ligand|identity
Q96BK5	PINX1	GO:0000777|GO:0031397|GO:0031647|GO:0032211|GO:0070198|GO:1902570|GO:1904744|GO:1904751|GO:0000784|GO:1904357|GO:0051972|GO:0051974|ENSG00000254093|ENSP00000318966|ENSP00000428853|GO:0000776|GO:0007004|NP_001271285.1|GO:0000228|GO:0005730|GO:0005819|GO:0010521|GO:0070034|GO:0007080|GO:0008285|NP_060354.4|IPR000467|ENST00000314787|ENST00000519088	condensed chromosome kinetochore|negative regulation of protein ubiquitination|regulation of protein stability|negative regulation of telomere maintenance via telomerase|protein localization to chromosome, telomeric region|protein localization to nucleolus|positive regulation of telomeric DNA binding|positive regulation of protein localization to nucleolus|nuclear chromosome, telomeric region|negative regulation of telomere maintenance via telomere lengthening|regulation of telomerase activity|negative regulation of telomerase activity|kinetochore|telomere maintenance via telomerase|nuclear chromosome|nucleolus|spindle|telomerase inhibitor activity|telomerase RNA binding|mitotic metaphase plate congression|negative regulation of cell proliferation|D111/G-patch
P12931	SRC	GO:0043393|GO:0031234|GO:0036035|GO:0038083|GO:0042127|GO:0051427|GO:0051726|GO:0071375|GO:0071801|GO:0097110|GO:0070374|GO:0005070|GO:0005178|GO:0032463|GO:0043154|GO:0051897|GO:0086098|GO:0008283|GO:0009612|GO:0009615|GO:0010641|GO:0010907|GO:0014069|GO:0014911|GO:0016337|GO:0018105|GO:0031667|GO:0031954|GO:0010447|GO:0032148|GO:0032869|GO:0034332|GO:0042493|GO:0042542|GO:0043005|GO:0043065|GO:0043406|GO:0043552|GO:0045056|GO:0045737|GO:0045892|GO:0045893|GO:0046628|GO:0050715|GO:0051385|GO:0051602|GO:0071222|GO:0071398|GO:0071456|GO:2000573|GO:0032211|GO:0051974|GO:0019900|GO:0071902|GO:0007411|GO:0016032|GO:0035635|GO:0045296|R-HSA-8876493|GO:0002102|GO:0010954|GO:0051057|GO:1900182|R-HSA-8853659|XP_016883513.1|XP_016883514.1|XP_016883515.1|XP_016883516.1|R-HSA-6802946|R-HSA-6802948|R-HSA-6802949|R-HSA-6802952|R-HSA-6802955|R-HSA-8874081|GO:0031648|GO:0034614|GO:0071498|XP_011527315.1|4K11|ENST00000358208|ENST00000373558|ENST00000373567|ENST00000373578|4F59|4F5A|4F5B|GO:0005884|GO:0032587|GO:0034446|GO:0036120|GO:0048010|GO:0048013|GO:0048471|GO:0060491|GO:0004672|GO:0004713|GO:0005102|GO:0005737|GO:0005739|GO:0005886|GO:0007165|GO:0016301|GO:0018108|GO:0035556|GO:0042169|GO:0043066|GO:0044325|GO:0046875|GO:0051219|GO:0070851|GO:0002223|GO:0010634|GO:0050731|GO:2000394|GO:0007179|GO:0007229|GO:0019899|GO:0022407|GO:0043149|GO:2000641|GO:2001286|GO:0010632|GO:0038096|GO:0045087|1A1C|1A1E|1FMK|1HCS|1HCT|1KSW|1O41|1O42|1O43|1O44|1O45|1O46|1O47|1O48|1O49|1O4A|1O4B|1O4C|1O4D|1O4E|1O4F|1O4G|1O4H|1O4I|1O4J|1O4K|1O4L|1O4M|1O4N|1O4O|1O4P|1O4Q|1O4R|1SHD|1Y57|1YI6|1YOJ|1YOL|1YOM|2BDF|2BDJ|2H8H|2SRC|R-HSA-418885|R-HSA-418886|R-HSA-430116|R-HSA-437239|R-HSA-4420097|R-HSA-456926|R-HSA-5218921|R-HSA-5607764|R-HSA-5663220|R-HSA-5673000|R-HSA-5674135|ENSP00000350941|ENSP00000362659|ENSP00000362668|ENSP00000362680|R-HSA-1227986|R-HSA-1295596|R-HSA-1433557|R-HSA-1433559|R-HSA-171007|R-HSA-177929|R-HSA-180292|R-HSA-186763|R-HSA-191647|R-HSA-2029481|R-HSA-210990|R-HSA-2682334|R-HSA-354192|R-HSA-354194|R-HSA-372708|R-HSA-375165|R-HSA-389356|R-HSA-389513|R-HSA-391160|R-HSA-3928662|R-HSA-3928663|R-HSA-3928664|R-HSA-3928665|R-HSA-418592|GO:0070062|3ZMP|3ZMQ|GO:0005634|GO:0007049|GO:2001237|GO:2001243|GO:0007417|GO:0030520|GO:0038128|GO:0048008|R-HSA-6811558|GO:0071803|GO:0005764|GO:0005770|GO:0090263|GO:2000811|GO:0030900|GO:0033146|GO:0048477|GO:0050847|GO:0051895|GO:0060065|GO:0060444|GO:0071393|4HXJ|GO:0005901|GO:0005829|GO:0005743|GO:0005524|GO:0020037|GO:0004715|NP_005408.1|NP_938033.1|IPR011009|IPR000719|IPR017441|IPR001245|IPR000980|IPR001452|IPR008266|IPR020635|ENSG00000197122|1A07|1A08|1A09|1A1A|1A1B|GO:0046777|3VRO|GO:0045453|GO:0007173|GO:0050900|GO:0048011|GO:0030168|GO:0033625|GO:0045124|GO:0043114|GO:0070555|GO:0007172|GO:0031295|4MXZ|GO:0051902|4MXO|4MXX|4MXY	regulation of protein binding|extrinsic component of cytoplasmic side of plasma membrane|osteoclast development|peptidyl-tyrosine autophosphorylation|regulation of cell proliferation|hormone receptor binding|regulation of cell cycle|cellular response to peptide hormone stimulus|regulation of podosome assembly|scaffold protein binding|positive regulation of ERK1 and ERK2 cascade|SH3/SH2 adaptor activity|integrin binding|negative regulation of protein homooligomerization|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of protein kinase B signaling|angiotensin-activated signaling pathway involved in heart process|cell proliferation|response to mechanical stimulus|response to virus|positive regulation of platelet-derived growth factor receptor signaling pathway|positive regulation of glucose metabolic process|postsynaptic density|positive regulation of smooth muscle cell migration|single organismal cell-cell adhesion|peptidyl-serine phosphorylation|response to nutrient levels|positive regulation of protein autophosphorylation|response to acidic pH|activation of protein kinase B activity|cellular response to insulin stimulus|adherens junction organization|response to drug|response to hydrogen peroxide|neuron projection|positive regulation of apoptotic process|positive regulation of MAP kinase activity|positive regulation of phosphatidylinositol 3-kinase activity|transcytosis|positive regulation of cyclin-dependent protein serine/threonine kinase activity|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of insulin receptor signaling pathway|positive regulation of cytokine secretion|response to mineralocorticoid|response to electrical stimulus|cellular response to lipopolysaccharide|cellular response to fatty acid|cellular response to hypoxia|positive regulation of DNA biosynthetic process|negative regulation of telomere maintenance via telomerase|negative regulation of telomerase activity|kinase binding|positive regulation of protein serine/threonine kinase activity|axon guidance|viral process|entry of bacterium into host cell|cadherin binding|podosome|positive regulation of protein processing|positive regulation of small GTPase mediated signal transduction|positive regulation of protein localization to nucleus|protein destabilization|cellular response to reactive oxygen species|cellular response to fluid shear stress|actin filament|ruffle membrane|substrate adhesion-dependent cell spreading|cellular response to platelet-derived growth factor stimulus|vascular endothelial growth factor receptor signaling pathway|ephrin receptor signaling pathway|perinuclear region of cytoplasm|regulation of cell projection assembly|protein kinase activity|protein tyrosine kinase activity|receptor binding|cytoplasm|mitochondrion|plasma membrane|signal transduction|kinase activity|peptidyl-tyrosine phosphorylation|intracellular signal transduction|SH2 domain binding|negative regulation of apoptotic process|ion channel binding|ephrin receptor binding|phosphoprotein binding|growth factor receptor binding|stimulatory C-type lectin receptor signaling pathway|positive regulation of epithelial cell migration|positive regulation of peptidyl-tyrosine phosphorylation|positive regulation of lamellipodium morphogenesis|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|enzyme binding|regulation of cell-cell adhesion|stress fiber assembly|regulation of early endosome to late endosome transport|regulation of caveolin-mediated endocytosis|regulation of epithelial cell migration|Fc-gamma receptor signaling pathway involved in phagocytosis|innate immune response|extracellular exosome|nucleus|cell cycle|negative regulation of extrinsic apoptotic signaling pathway|negative regulation of intrinsic apoptotic signaling pathway|central nervous system development|intracellular estrogen receptor signaling pathway|ERBB2 signaling pathway|platelet-derived growth factor receptor signaling pathway|positive regulation of podosome assembly|lysosome|late endosome|positive regulation of canonical Wnt signaling pathway|negative regulation of anoikis|forebrain development|regulation of intracellular estrogen receptor signaling pathway|oogenesis|progesterone receptor signaling pathway|negative regulation of focal adhesion assembly|uterus development|branching involved in mammary gland duct morphogenesis|cellular response to progesterone stimulus|caveola|cytosol|mitochondrial inner membrane|ATP binding|heme binding|non-membrane spanning protein tyrosine kinase activity|Protein kinase-like|Protein kinase, core|Protein kinase ATP binding, conserved site|Tyrosine protein kinase|SH2 motif|Src homology-3|Tyrosine protein kinase, active site|protein autophosphorylation|bone resorption|epidermal growth factor receptor signaling pathway|leukocyte migration|neurotrophin TRK receptor signaling pathway|platelet activation|positive regulation of integrin activation|regulation of bone resorption|regulation of vascular permeability|response to interleukin-1|signal complex assembly|T cell costimulation|negative regulation of mitochondrial depolarization
Q14240	EIF4A2	IPR014001|IPR011545|IPR001650|IPR000629|IPR014014|3BOR|R-HSA-1169408|R-HSA-156827|R-HSA-429947|R-HSA-72649|ENSG00000156976|ENSP00000326381|ENSP00000398370|GO:0016887|GO:0048471|GO:1900260|IPR027417|GO:0003723|GO:0010468|GO:0006413|ENST00000323963|ENST00000440191|GO:0004004|GO:0010501|R-HSA-72662|R-HSA-72702|R-HSA-72706|GO:0016032|GO:0005829|GO:0016281|GO:0005524|GO:0003743|GO:0000289|GO:0006446|NP_001958.2|GO:0004386	DEAD-like helicase, N-terminal|DNA/RNA helicase, DEAD/DEAH box type, N-terminal|DNA/RNA helicase, C-terminal|RNA helicase, ATP-dependent, DEAD-box, conserved site|RNA helicase, DEAD-box type, Q motif|ATPase activity|perinuclear region of cytoplasm|negative regulation of RNA-directed 5'-3' RNA polymerase activity|RNA binding|regulation of gene expression|translational initiation|ATP-dependent RNA helicase activity|RNA secondary structure unwinding|viral process|cytosol|eukaryotic translation initiation factor 4F complex|ATP binding|translation initiation factor activity|nuclear-transcribed mRNA pol|regulation of translational initiation|helicase activity
O15264	MAPK13	GO:0048010|5EKO|GO:0004674|GO:0006950|GO:0035556|5EKN|ENST00000211287|GO:0005634|GO:0005737|GO:0010468|ENSG00000156711|ENSP00000211287|GO:0006970|R-HSA-168638|R-HSA-171007|R-HSA-376172|R-HSA-4420097|GO:0006351|GO:0006355|GO:0018105|4MYG|4YNO|ENSP00000362871|ENST00000373766|4EYJ|4EYM|GO:0005829|GO:0005524|GO:0004707|GO:0007049|GO:0050729|GO:0032755|NP_002745.1|IPR011009|IPR003527|IPR008352|IPR000719|IPR017441|3COI	vascular endothelial growth factor receptor signaling pathway|protein serine/threonine kinase activity|response to stress|intracellular signal transduction|nucleus|cytoplasm|regulation of gene expression|response to osmotic stress|transcription, DNA-templated|regulation of transcription, DNA-templated|peptidyl-serine phosphorylation|cytosol|ATP binding|MAP kinase activity|cell cycle|positive regulation of inflammatory response|positive regulation of interleukin-6 production|Protein kinase-like|MAP kinase, conserved site|MAP kinase, p38|Protein kinase, core|Protein kinase ATP binding, conserved site
Q9HCK5	AGO4	GO:0016442|GO:0035198|GO:0048015|IPR032472|IPR032473|IPR032474|GO:0035194|GO:0007223|R-HSA-5628897|GO:0007130|GO:0007140|GO:0008584|GO:0010586|GO:0022604|GO:0043066|R-HSA-1257604|R-HSA-1912408|R-HSA-203927|R-HSA-2559580|R-HSA-2559585|R-HSA-4086398|R-HSA-426486|R-HSA-426496|R-HSA-5687128|GO:0005654|GO:0016604|GO:0003725|GO:0003727|GO:0005737|GO:0010501|GO:0031054|GO:0035196|GO:0035280|GO:0070578|ENSG00000134698|ENSP00000362306|GO:0016020|GO:0035068|ENST00000373210|GO:0000932|GO:0005829|GO:0006402|GO:0035278|NP_060099.2|IPR028604|IPR014811|IPR003100|IPR003165|IPR012337	RISC complex|miRNA binding|phosphatidylinositol-mediated signaling|posttranscriptional gene silencing by RNA|Wnt signaling pathway, calcium modulating pathway|synaptonemal complex assembly|male meiotic nuclear division|male gonad development|miRNA metabolic process|regulation of cell morphogenesis|negative regulation of apoptotic process|nucleoplasm|nuclear body|double-stranded RNA binding|single-stranded RNA binding|cytoplasm|RNA secondary structure unwinding|pre-miRNA processing|production of miRNAs involved in gene silencing by miRNA|miRNA loading onto RISC involved in gene silencing by miRNA|RISC-loading complex|membrane|micro-ribonucleoprotein complex|P-body|cytosol|mRNA catabolic process|miRNA mediated inhibition of translation|Region of unknown function DUF1785|Argonaute and Dicer protein, PAZ|Stem cell self-renewal protein Piwi|Polynucleotidyl transferase, Ribonuclease H fold
P27986	PIK3R1	GO:0001678|GO:0005634|GO:0005737|GO:0008134|GO:0032869|GO:0033120|GO:0034976|GO:0042993|GO:0050821|GO:1900103|5FI4|GO:0006661|GO:0038096|R-HSA-912631|R-HSA-983695|5ITD|R-HSA-8851907|GO:0005801|GO:0051492|GO:1990578|GO:2001275|GO:0014066|GO:0016303|GO:0038128|GO:0046934|4ZOP|5AUL|R-HSA-6811558|R-HSA-8853334|R-HSA-8853338|IPR032498|GO:0007411|5M6U|R-HSA-6785807|R-HSA-8853659|GO:0034644|GO:0043066|GO:0043125|GO:0043548|GO:0043560|GO:0045671|GO:0045944|GO:0051531|GO:0001953|GO:0005068|GO:0006468|GO:0030183|GO:0030335|R-HSA-114604|R-HSA-1236382|R-HSA-1250342|R-HSA-1257604|R-HSA-1266695|R-HSA-1433557|R-HSA-1660499|R-HSA-180292|R-HSA-1839117|R-HSA-186763|R-HSA-1963642|R-HSA-198203|R-HSA-202424|XP_005248599.1|GO:0038095|GO:0005158|GO:0005159|GO:0005168|GO:0005829|GO:0005942|GO:0019903|GO:0043551|GO:0048015|GO:0048010|4WAF|ENST00000320694|ENST00000336483|ENST00000521381|ENST00000521657|ENST00000523872|R-HSA-2029485|ENSG00000145675|ENSP00000323512|ENSP00000338554|ENSP00000428056|ENSP00000429277|ENSP00000430098|GO:0005886|4A55|GO:0016020|GO:0005911|4OVU|4OVV|R-HSA-210993|R-HSA-2219530|R-HSA-2424491|R-HSA-2730905|R-HSA-373753|R-HSA-388841|R-HSA-389357|R-HSA-392451|R-HSA-416476|R-HSA-416482|R-HSA-430116|R-HSA-4420097|GO:0046935|R-HSA-512988|R-HSA-5637810|R-HSA-5654689|R-HSA-5654695|R-HSA-5654710|R-HSA-5654720|R-HSA-5655253|R-HSA-5655291|R-HSA-5655302|R-HSA-912526|4YKN|R-HSA-109704|GO:0046854|4JPS|1PIC|1PKS|1PKT|2IUG|2IUH|2IUI|2RD0|2V1Y|3HHM|3HIZ|3I5R|3I5S|XP_016865074.1|GO:0008625|GO:0008630|GO:0016032|GO:0032760|4L1B|4L23|4L2Y|GO:0043234|GO:0046626|5GJI|NP_001229395.1|NP_852556.2|NP_852664.1|NP_852665.1|IPR001720|IPR008936|IPR000198|GO:0035014|GO:0007173|GO:0060396|GO:0008286|GO:0048009|GO:0050900|GO:0014065|IPR000980|IPR001452|GO:0005943|GO:0043559|GO:0030168|GO:0090004|GO:0046326|GO:0031295|GO:0050852|1A0N|1AZG|1H9O|1PBW|1PHT	cellular glucose homeostasis|nucleus|cytoplasm|transcription factor binding|cellular response to insulin stimulus|positive regulation of RNA splicing|response to endoplasmic reticulum stress|positive regulation of transcription factor import into nucleus|protein stabilization|positive regulation of endoplasmic reticulum unfolded protein response|phosphatidylinositol biosynthetic process|Fc-gamma receptor signaling pathway involved in phagocytosis|cis-Golgi network|regulation of stress fiber assembly|perinuclear endoplasmic reticulum membrane|positive regulation of glucose import in response to insulin stimulus|regulation of phosphatidylinositol 3-kinase signaling|1-phosphatidylinositol-3-kinase activity|ERBB2 signaling pathway|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|axon guidance|cellular response to UV|negative regulation of apoptotic process|ErbB-3 class receptor binding|phosphatidylinositol 3-kinase binding|insulin receptor substrate binding|negative regulation of osteoclast differentiation|positive regulation of transcription from RNA polymerase II promoter|NFAT protein import into nucleus|negative regulation of cell-matrix adhesion|transmembrane receptor protein tyrosine kinase adaptor activity|protein phosphorylation|B cell differentiation|positive regulation of cell migration|Fc-epsilon receptor signaling pathway|insulin receptor binding|insulin-like growth factor receptor binding|neurotrophin TRKA receptor binding|cytosol|phosphatidylinositol 3-kinase complex|protein phosphatase binding|regulation of phosphatidylinositol 3-kinase activity|phosphatidylinositol-mediated signaling|vascular endothelial growth factor receptor signaling pathway|plasma membrane|membrane|cell-cell junction|1-phosphatidylinositol-3-kinase regulator activity|phosphatidylinositol phosphorylation|extrinsic apoptotic signaling pathway via death domain receptors|intrinsic apoptotic signaling pathway in response to DNA damage|viral process|positive regulation of tumor necrosis factor production|protein complex|regulation of insulin receptor signaling pathway|PI3 kinase, P85 regulatory subunit|Rho GTPase activation protein|RhoGAP|phosphatidylinositol 3-kinase regulator activity|epidermal growth factor receptor signaling pathway|growth hormone receptor signaling pathway|insulin receptor signaling pathway|insulin-like growth factor receptor signaling pathway|leukocyte migration|phosphatidylinositol 3-kinase signaling|SH2 motif|Src homology-3|phosphatidylinositol 3-kinase complex, class IA|insulin binding|platelet activation|positive regulation of establishment of protein localization to plasma membrane|positive regulation of glucose import|T cell costimulation|T cell receptor signaling pathway
O15360	FANCA	ENST00000389301|ENST00000389302|ENST00000568369|GO:0045589|GO:0050727|GO:0051090|GO:2000348|GO:0036297|R-HSA-6783310|IPR031729|GO:0005634|GO:0005654|GO:0005737|GO:0006281|GO:0006461|NP_000126.2|NP_001018122.1|IPR003516|ENSG00000187741|ENSP00000373952|ENSP00000373953|ENSP00000456829|GO:0043240|NP_001273096.1|GO:0007140|GO:0008584|GO:0008585|GO:0042127	regulation of regulatory T cell differentiation|regulation of inflammatory response|regulation of sequence-specific DNA binding transcription factor activity|regulation of CD40 signaling pathway|interstrand cross-link repair|nucleus|nucleoplasm|cytoplasm|DNA repair|protein complex assembly|Fanconi anaemia group A protein|Fanconi anaemia nuclear complex|male meiotic nuclear division|male gonad development|female gonad development|regulation of cell proliferation
P49760	CLK2	GO:0016607|GO:0005654|GO:0016604|GO:0042802|GO:0006468|ENST00000361168|ENST00000368361|ENST00000572269|ENST00000574445|ENSG00000176444|ENSG00000261893|ENSP00000354856|ENSP00000357345|ENSP00000459461|ENSP00000460443|GO:0045721|GO:0046777|GO:0043484|GO:0010212|NP_001281267.1|NP_001281268.1|GO:0032526|IPR008271|3NR9|GO:0005634|GO:0005524|GO:0004674|GO:0004712|GO:0004713|NP_003984.2|IPR011009|IPR000719|IPR017441|1196	nuclear speck|nucleoplasm|nuclear body|identical protein binding|protein phosphorylation|negative regulation of gluconeogenesis|protein autophosphorylation|regulation of RNA splicing|response to ionizing radiation|response to retinoic acid|Serine/threonine protein kinase, active site|nucleus|ATP binding|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein tyrosine kinase activity|Protein kinase-like|Protein kinase, core|Protein kinase ATP binding, conserved site|identity
Q13489	BIRC3	GO:0005654|GO:0043027|GO:1990001|GO:0005829|GO:0035666|R-HSA-5668541|R-HSA-5675482|R-HSA-5676594|R-HSA-937041|GO:0007283|GO:0043234|GO:0045121|GO:0051291|GO:0016579|GO:0033209|GO:0007249|GO:0010803|R-HSA-5357905|R-HSA-5357956|GO:0016740|GO:0005634|GO:0004842|GO:0008270|GO:0007166|NP_001156.1|NP_892007.1|IPR001370|IPR001315|IPR011029|IPR001841|2UVL|3EB5|3EB6|3M0A|3M0D|GO:0005737|GO:0042981|GO:0045088|ENSP00000481903|ENST00000615299|ENST00000263464|ENST00000532808|R-HSA-168638|ENSG00000023445|ENSP00000263464|ENSP00000432907|R-HSA-5213460|GO:0034121|GO:0038061|GO:0039535|GO:0043123|GO:0050727|GO:0070424|GO:2000116|R-HSA-5689880|XP_016873132.1|GO:0031398|GO:0060544|GO:0043066|GO:0060546	nucleoplasm|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|inhibition of cysteine-type endopeptidase activity involved in apoptotic process|cytosol|TRIF-dependent toll-like receptor signaling pathway|spermatogenesis|protein complex|membrane raft|protein heterooligomerization|protein deubiquitination|tumor necrosis factor-mediated signaling pathway|I-kappaB kinase/NF-kappaB signaling|regulation of tumor necrosis factor-mediated signaling pathway|transferase activity|nucleus|ubiquitin-protein transferase activity|zinc ion binding|cell surface receptor signaling pathway|Proteinase inhibitor I32, inhibitor of apoptosis|Caspase Recruitment|DEATH-like|Zinc finger, RING-type|cytoplasm|regulation of apoptotic process|regulation of innate immune response|regulation of toll-like receptor signaling pathway|NIK/NF-kappaB signaling|regulation of RIG-I signaling pathway|positive regulation of I-kappaB kinase/NF-kappaB signaling|regulation of inflammatory response|regulation of nucleotide-binding oligomerization domain containing signaling pathway|regulation of cysteine-type endopeptidase activity|positive regulation of protein ubiquitination|regulation of necroptotic process|negative regulation of apoptotic process|negative regulation of necroptotic process
Q13546	RIPK1	GO:1902042|GO:0043065|GO:0043124|GO:0045651|GO:0097191|GO:0036289|R-HSA-140534|R-HSA-1810476|R-HSA-2562578|R-HSA-3295583|R-HSA-3371378|R-HSA-5213460|R-HSA-5218900|R-HSA-5357786|R-HSA-69416|R-HSA-75893|R-HSA-933543|R-HSA-937041|GO:0007249|GO:0010803|R-HSA-5357905|R-HSA-5357956|R-HSA-5675482|NP_001303990.1|5HX6|GO:0010940|GO:1905206|R-HSA-5689880|R-HSA-5689896|GO:0004871|GO:0016579|GO:0060544|GO:0001934|GO:0004672|GO:0005123|GO:0006915|GO:0031625|GO:0034612|GO:0042802|GO:0043068|GO:0046777|GO:0070266|GO:0070513|GO:0071356|ENST00000259808|ENST00000380409|ENSG00000137275|ENSP00000259808|ENSP00000369773|GO:0071363|GO:1901026|GO:2001240|GO:0071550|GO:0097296|GO:1902041|XP_005249514.2|GO:0051291|GO:0045121|IPR025735|GO:0051260|GO:0032403|GO:0097342|GO:0097343|GO:1990000|GO:0005829|GO:0031264|GO:0005739|GO:0043235|GO:0005524|GO:0004674|GO:0006919|GO:0007257|GO:0043123|GO:0032757|GO:0051092|GO:2000379|GO:0045944|GO:0032760|GO:0070926|GO:0033209|NP_003795.2|IPR000488|IPR011029|IPR011009|IPR000719|IPR001245|IPR008271|GO:0097190|GO:0044257|GO:0046330|4ITH|4ITI|4ITJ|GO:0035666|GO:2001237|GO:2001238|GO:0060545|GO:0070231|GO:0097527|4NEU	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|positive regulation of apoptotic process|negative regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of macrophage differentiation|extrinsic apoptotic signaling pathway|peptidyl-serine autophosphorylation|I-kappaB kinase/NF-kappaB signaling|regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of necrotic cell death|positive regulation of hydrogen peroxide-induced cell death|signal transducer activity|protein deubiquitination|regulation of necroptotic process|positive regulation of protein phosphorylation|protein kinase activity|death receptor binding|apoptotic process|ubiquitin protein ligase binding|response to tumor necrosis factor|identical protein binding|positive regulation of programmed cell death|protein autophosphorylation|necroptotic process|death domain binding|cellular response to tumor necrosis factor|cellular response to growth factor stimulus|ripoptosome assembly involved in necroptotic process|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand|death-inducing signaling complex assembly|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway|regulation of extrinsic apoptotic signaling pathway via death domain receptors|protein heterooligomerization|membrane raft|protein homooligomerization|protein complex binding|ripoptosome|ripoptosome assembly|amyloid fibril formation|cytosol|death-inducing signaling complex|mitochondrion|receptor complex|ATP binding|protein serine/threonine kinase activity|activation of cysteine-type endopeptidase activity involved in apoptotic process|activation of JUN kinase activity|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of interleukin-8 production|positive regulation of NF-kappaB transcription factor activity|positive regulation of reactive oxygen species metabolic process|positive regulation of transcription from RNA polymerase II promoter|positive regulation of tumor necrosis factor production|regulation of ATP:ADP antiporter activity|tumor necrosis factor-mediated signaling pathway|Death|DEATH-like|Protein kinase-like|Protein kinase, core|Tyrosine protein kinase|Serine/threonine protein kinase, active site|apoptotic signaling pathway|cellular protein catabolic process|positive regulation of JNK cascade|TRIF-dependent toll-like receptor signaling pathway|negative regulation of extrinsic apoptotic signaling pathway|positive regulation of extrinsic apoptotic signaling pathway|positive regulation of necroptotic process|T cell apoptotic process|necroptotic signaling pathway
Q92900-2	UPF1	EBI-373471	rent1_human
